"","unique.cellid","unique.tissueid","CGP.cellid","CCLE.cellid","GSK.cellid","GRAY.cellid","GNE.cellid","CTRP.cellid","CGP_EMTAB3610.cellid","GDSC_rnaseq.cellid","CCLE_exome.cellid","CCLE_rnaseq.cellid","GDSC.SNP.cellid","Ben_Neel.cellid","CTRPv2.cellid","gCSI.cellid","GDSC1000.cellid","NCI60.cellid","PRISM.cellid","CGP.tissueid","CCLE.tissueid","GSK.tissueid","GRAY.tissueid","GNE.tissueid","CTRP.tissueid","CGP_EMTAB3610.tissueid","CCLE_rnaseq.tissueid","GDSC.SNP.tissueid","Cescon.cellid","Ben_Neel.tissueid","COSMIC.tissueid","CTRPv2.tissueid","gCSI.tissueid","GDSC1000.tissueid","Cleveland.cellid","Cleveland.tissueid","FIMM.cellid","FIMM.tissueid","NCI60.tissueid","PRISM.tissueid","Cellosaurus.Accession.id","PharmacoDB.id","GDSC_Exome.cellid","unique.tissueid.fromstudies","Cellosaurus.Disease.Type","CellLine.Type","Metastatic","DepMap.cellid","MITMel.cellid","MITMel.tissueid","VISAGE.cellid","VISAGE.tissueid"
"692","HT-1080","Soft Tissue","HT-1080","HT-1080","HT1080",NA,"HT-1080","HT1080","HT-1080",NA,"HT-1080","HT-1080","HT-1080",NA,"HT1080","HT-1080","HT-1080",NA,"HT1080_SOFT_TISSUE","soft_tissue","soft_tissue","connective_tissue",NA,"Lung","SOFT_TISSUE","Miscellaneous","soft_tissue",NA,NA,NA,"soft_tissue","soft_tissue","Bone","soft_tissue",NA,NA,NA,NA,NA,"soft_tissue","CVCL_0317","HT1080_625_2019","HT-1080","soft_tissue","Fibrosarcoma","Cancer cell line",NA,"ACH-000054",NA,NA,NA,NA
"693","HT-1197","Bladder/Urinary Tract","HT-1197","HT-1197","HT1197",NA,NA,NA,"HT-1197",NA,"HT-1197","HT-1197","HT-1197",NA,"HT1197",NA,"HT-1197",NA,NA,"urinary_tract","urinary_tract","bladder",NA,NA,NA,"Bladder","urinary_tract","urogenital_system",NA,NA,"urinary_tract","urinary_tract",NA,"urinary_tract","HT1197","urinary_tract",NA,NA,NA,NA,"CVCL_1291","HT1197_627_2019","HT-1197","urinary_tract","Recurrent bladder carcinoma","Cancer cell line",NA,"ACH-000547",NA,NA,NA,NA
"694","HT-1376","Bladder/Urinary Tract","HT-1376","HT-1376","HT1376",NA,NA,"HT1376","HT-1376",NA,"HT-1376","HT-1376","HT-1376",NA,"HT1376",NA,"HT-1376",NA,"HT1376_URINARY_TRACT","urinary_tract","urinary_tract","bladder",NA,NA,"URINARY_TRACT","Bladder","urinary_tract","urogenital_system",NA,NA,"urinary_tract","urinary_tract",NA,"urinary_tract","HT1376","urinary_tract",NA,NA,NA,"urinary_tract","CVCL_1292","HT1376_628_2019","HT-1376","urinary_tract","Bladder carcinoma","Cancer cell line",NA,"ACH-000724",NA,NA,NA,NA
"695","HT-144","Skin","HT-144","HT-144",NA,NA,"HT-144",NA,"HT-144",NA,"HT-144","HT-144","HT-144",NA,"HT144","HT-144","HT-144",NA,"HT144_SKIN","skin","skin",NA,NA,"Skin",NA,"Skin","skin","skin",NA,NA,"skin","skin",NA,"skin","HT144","skin",NA,NA,NA,"skin","CVCL_0318","HT144_629_2019","HT-144","skin","Melanoma","Cancer cell line",TRUE,"ACH-000322",NA,NA,NA,NA
"696","HT-29","Bowel","HT-29","HT-29","HT29",NA,"HT-29","HT29","HT-29","HT-29","HT-29","HT-29","HT-29",NA,"HT29","HT-29","HT-29","HT29///CO.HT29","HT29_LARGE_INTESTINE","large_intestine","large_intestine","colon",NA,"Colon","LARGE_INTESTINE","Intestin","large_intestine","digestive_system",NA,NA,"large_intestine","large_intestine","Colon","large_intestine","HT29","large_intestine",NA,NA,"Colon Cancer///Colon","colorectal","CVCL_0320","HT29_630_2019","HT-29","large_intestine","Colon adenocarcinoma","Cancer cell line",NA,"ACH-000552",NA,NA,NA,NA
"697","HT-3","Cervix","HT-3",NA,"HT3",NA,NA,NA,"HT-3","HT-3",NA,NA,"HT-3",NA,NA,"HT-3","HT-3",NA,NA,"cervix",NA,"cervix_uteri",NA,NA,NA,"Cervix",NA,"urogenital_system",NA,NA,"cervix",NA,"Cervix","cervix",NA,NA,NA,NA,NA,NA,"CVCL_1293","HT3_631_2019","HT-3","cervix","Cervical carcinoma","Cancer cell line",TRUE,"ACH-001525",NA,NA,NA,NA
"698","HT-55","Bowel","HT55","HT55",NA,NA,"HT-55","HT55","HT55","HT55","HT55","HT55","HT55",NA,"HT55","HT-55","HT55",NA,"HT55_LARGE_INTESTINE","large_intestine","large_intestine",NA,NA,"Colon","LARGE_INTESTINE","Intestine","large_intestine","digestive_system",NA,NA,"large_intestine","large_intestine","Colon","large_intestine","HT55","large_intestine",NA,NA,NA,"colorectal","CVCL_1294","HT55_632_2019","HT55","large_intestine","Colon carcinoma","Cancer cell line",NA,"ACH-000926",NA,NA,NA,NA
"699","HT115","Bowel",NA,"HT115",NA,NA,"HT-115","HT115","HT-115","HT-115","HT115","HT115","HT-115",NA,"HT115","HT-115","HT-115",NA,NA,NA,"large_intestine",NA,NA,"Colon","LARGE_INTESTINE","Intestine","large_intestine",NA,NA,NA,NA,"large_intestine",NA,"large_intestine","HT115","large_intestine",NA,NA,NA,NA,"CVCL_2520","HT115_626_2019","HT-115","large_intestine","Colon carcinoma","Cancer cell line",NA,"ACH-000986",NA,NA,NA,NA
"700","HT144SKINFV1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HT144SKINFV17002021_",NA,NA,NA,NA,NA,"ACH-002458",NA,NA,NA,NA
"701","HT144SKINFV2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HT144SKINFV27012021_",NA,NA,NA,NA,NA,"ACH-002460",NA,NA,NA,NA
"702","HT144SKINFV3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HT144SKINFV37022021_",NA,NA,NA,NA,NA,"ACH-002459",NA,NA,NA,NA
"703","HT29p53RE22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HT29p53RE22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colon Cancer",NA,NA,"HT29p53RE227032021_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","HTC-C3","Thyroid","HTC-C3",NA,NA,NA,NA,NA,"HTC-C3","HTC-C3",NA,NA,"HTC-C3",NA,NA,NA,"HTC-C3",NA,NA,"thyroid",NA,NA,NA,NA,NA,"Thyroid",NA,"thyroid",NA,NA,"thyroid",NA,NA,"thyroid",NA,NA,NA,NA,NA,NA,"CVCL_1295","HTCC3_633_2019","HTC-C3","thyroid","Thyroid gland undifferentiated (anaplastic) carcinoma","Cancer cell line",TRUE,"ACH-001350",NA,NA,NA,NA
"705","HTK-","Bone",NA,"HTK-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2522","HTK_634_2019",NA,"haematopoietic_and_lymphoid_tissue","Osteosarcoma","Cancer cell line",NA,"ACH-001094",NA,NA,NA,NA
"706","HTMMT","Uterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_8721","HTMMT7062021_",NA,NA,NA,NA,NA,"ACH-002046",NA,NA,NA,NA
"707","HeLa","Cervix",NA,"HELA","HELA",NA,"HeLa",NA,"HeLa","HeLa",NA,NA,"HeLa",NA,"HELA","HeLa","HeLa",NA,NA,NA,NA,"cervix",NA,"Cervix",NA,"Cervix",NA,NA,NA,NA,"cervix",NA,NA,"cervix","HELA",NA,NA,NA,NA,NA,"CVCL_0030","HeLa_536_2019","HeLa","cervix","Human papillomavirus-related endocervical adenocarcinoma","Cancer cell line",NA,"ACH-001086",NA,NA,NA,NA
"708","HeLaSF","Cervix","HeLaSF",NA,NA,NA,NA,NA,"HeLaSF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cervix",NA,NA,NA,NA,NA,"Cervix",NA,NA,NA,NA,"cervix",NA,NA,"cervix",NA,NA,NA,NA,NA,NA,"CVCL_1278","HeLaSF_537_2019",NA,"cervix","Human papillomavirus-related endocervical adenocarcinoma","Cancer cell line",NA,NA,NA,NA,NA,NA
"709","Hep 3B2.1-7","Liver",NA,"Hep 3B2.1-7","HEP3B",NA,NA,NA,"Hep3B2-1-7",NA,"Hep_3B2-7","Hep_3B2.1-7","Hep_3B2_1-7///Hep3B2-1-7",NA,"HEP3B217","Hep 3B2.1-7","Hep 3B2_1-7",NA,"HEP3B217_LIVER",NA,"liver","liver",NA,NA,NA,"Liver","liver",NA,NA,NA,NA,"liver","Liver","liver","HEP3B217","liver",NA,NA,NA,"liver","CVCL_0326","Hep3B2.17_538_2019","Hep-3B2-1-7","liver","Hepatocellular carcinoma","Cancer cell line",NA,"ACH-000625",NA,NA,NA,NA
"710","Hep-G2","Liver",NA,"Hep G2","HEPG2",NA,"Hep G2","HEPG2",NA,NA,"Hep_G2","Hep_G2",NA,NA,"HEPG2","Hep G2",NA,NA,NA,NA,"liver","liver",NA,"Liver","LIVER",NA,"liver",NA,NA,NA,NA,"liver","Liver",NA,"HEPG2","liver",NA,NA,NA,NA,"CVCL_0027","HepG2_539_2019",NA,"liver","Hepatoblastoma","Cancer cell line",NA,"ACH-000739",NA,NA,NA,NA
"711","Hep-G2/C3A","Liver","C3A","C3A","C3A",NA,"C3A",NA,"C3A","C3A",NA,NA,"C3A",NA,NA,"C3A","C3A",NA,NA,"liver","liver","liver",NA,"Liver",NA,"Liver",NA,"digestive_system",NA,NA,"liver",NA,"Liver","liver",NA,NA,NA,NA,NA,NA,"CVCL_1098","C3A_156_2019","C3A","liver","Hepatoblastoma","Cancer cell line",NA,"ACH-001021",NA,NA,NA,NA
"712","Hs 172.T","Bladder/Urinary Tract",NA,"Hs 172.T",NA,NA,NA,NA,NA,NA,"Hs_172.T","Hs_172.T",NA,NA,NA,NA,NA,NA,NA,NA,"urinary_tract",NA,NA,NA,NA,NA,"urinary_tract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0660","Hs172.T_568_2019",NA,"urinary_tract","Bladder carcinoma","Cancer cell line",NA,"ACH-000088",NA,NA,NA,NA
"713","Hs 229.T","Lung",NA,"Hs 229.T",NA,NA,NA,NA,NA,NA,"Hs_229.T","Hs_229.T",NA,NA,NA,NA,NA,NA,NA,NA,"lung",NA,NA,NA,NA,NA,"lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0698","Hs229.T_569_2019",NA,"lung","Lung adenocarcinoma","Cancer cell line",NA,"ACH-000131",NA,NA,NA,NA
"714","Hs 255.T","Bowel",NA,"Hs 255.T",NA,NA,"Hs 255.T",NA,NA,NA,"Hs_255.T","Hs_255.T",NA,NA,NA,"Hs 255.T",NA,NA,NA,NA,"large_intestine",NA,NA,"Colon",NA,NA,"large_intestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0707","Hs255.T_570_2019",NA,"large_intestine","Colorectal carcinoma","Cancer cell line",NA,"ACH-000199",NA,NA,NA,NA
"715","Hs 274.T","Breast",NA,"Hs 274.T",NA,NA,NA,NA,NA,NA,"Hs_274.T",NA,NA,NA,NA,NA,NA,NA,NA,NA,"breast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0711","Hs274.T_571_2019",NA,"breast","Breast carcinoma","Cancer cell line",NA,"ACH-000134",NA,NA,NA,NA
"716","Hs 281.T","Breast",NA,"Hs 281.T",NA,NA,NA,NA,NA,NA,"Hs_281.T","Hs_281.T",NA,NA,NA,NA,NA,NA,NA,NA,"breast",NA,NA,NA,NA,NA,"breast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0715","Hs281.T_572_2019",NA,"breast","Breast carcinoma","Cancer cell line",NA,"ACH-000083",NA,NA,NA,NA
"717","Hs 294T","Skin",NA,"Hs 294T",NA,NA,"Hs 294T",NA,NA,NA,"Hs_294T","Hs_294T",NA,NA,"HS294T","Hs 294T",NA,NA,"HS294T_SKIN",NA,"skin",NA,NA,"Skin",NA,NA,"skin",NA,NA,NA,NA,"skin","Skin",NA,"HS294T","skin",NA,NA,NA,"skin","CVCL_0331","Hs294T_573_2019",NA,"skin","Melanoma","Cancer cell line",TRUE,"ACH-000014",NA,NA,NA,NA
"718","Hs 343.T","Breast",NA,"Hs 343.T",NA,NA,NA,NA,NA,NA,"Hs_343.T","Hs_343.T",NA,NA,NA,NA,NA,NA,NA,NA,"breast",NA,NA,NA,NA,NA,"breast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0726","Hs343.T_574_2019",NA,"breast","Breast carcinoma","Cancer cell line",NA,"ACH-000184",NA,NA,NA,NA
"719","Hs 38.T","Ovary/Fallopian Tube",NA,NA,NA,NA,"Hs 38.T",NA,NA,NA,NA,NA,NA,NA,NA,"Hs 38.T",NA,NA,NA,NA,NA,NA,NA,"Ovary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0735","Hs38.T_575_2019",NA,"ovary","Ovarian teratoma","Cancer cell line",NA,NA,NA,NA,NA,NA
"720","Hs 445","Lymphoid",NA,NA,NA,NA,NA,NA,"Hs-445","Hs-445",NA,NA,"Hs-445",NA,NA,NA,"Hs-445",NA,NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,"CVCL_0761","Hs445_613_2019","Hs-445","haematopoietic_and_lymphoid_tissue",NA,"Transformed cell line",NA,"ACH-002245",NA,NA,NA,NA
"721","Hs 571.T","Ovary/Fallopian Tube",NA,"Hs 571.T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ovary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0802","Hs571.T_576_2019",NA,"ovary","Ovarian carcinoma","Cancer cell line",NA,"ACH-001092",NA,NA,NA,NA
"722","Hs 578Bst","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS578BST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0807","HS578BST_617_2019",NA,NA,NA,"Finite cell line",NA,NA,NA,NA,NA,NA
"723","Hs 578T","Breast","Hs-578-T","Hs 578T",NA,"HS578T","Hs 578T",NA,"Hs-578-T",NA,"Hs_578T","Hs_578T","Hs-578-T","hs578t","HS578T","Hs 578T","Hs-578-T","HS 578T///BR.HS.578T",NA,"breast","breast",NA,"breast","Breast",NA,"breast","breast","breast","8-hs578t///HS578T","breast","breast","breast","Breast","breast",NA,NA,"HS578T///Hs578T","breast","Breast Cancer///Breast",NA,"CVCL_0332","Hs578T_614_2019","Hs-578-T","breast","Invasive ductal carcinoma, not otherwise specified","Cancer cell line",NA,"ACH-000148",NA,NA,NA,NA
"724","Hs 600.T","Skin",NA,"Hs 600.T",NA,NA,NA,NA,NA,NA,"Hs_600.T","Hs_600.T",NA,NA,NA,NA,NA,NA,NA,NA,"skin",NA,NA,NA,NA,NA,"skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0814","Hs600.T_577_2019",NA,"skin","Melanoma","Cancer cell line",NA,"ACH-000240",NA,NA,NA,NA
"725","Hs 604.T","Lymphoid",NA,"Hs 604.T",NA,NA,NA,NA,NA,NA,"Hs_604.T",NA,NA,NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0816","Hs604.T_578_2019",NA,"haematopoietic_and_lymphoid_tissue","Hodgkin lymphoma","Cancer cell line",NA,"ACH-001093",NA,NA,NA,NA
"726","Hs 606.T","Breast",NA,"Hs 606.T",NA,NA,NA,NA,NA,NA,"Hs_606.T","Hs_606.T",NA,NA,NA,NA,NA,NA,NA,NA,"breast",NA,NA,NA,NA,NA,"breast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0819","Hs606.T_579_2019",NA,"breast","Breast carcinoma","Cancer cell line",NA,"ACH-000540",NA,NA,NA,NA
"727","Hs 611.T","Lymphoid",NA,"Hs 611.T",NA,NA,NA,NA,NA,NA,"Hs_611.T","Hs_611.T",NA,NA,"HS611T",NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0823","Hs611.T_580_2019",NA,"haematopoietic_and_lymphoid_tissue","Hodgkin lymphoma","Cancer cell line",NA,"ACH-000069",NA,NA,NA,NA
"728","Hs 616.T","Lymphoid",NA,"Hs 616.T",NA,NA,NA,NA,NA,NA,"Hs_616.T","Hs_616.T",NA,NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0825","Hs616.T_581_2019",NA,"haematopoietic_and_lymphoid_tissue","Hodgkin lymphoma","Cancer cell line",NA,"ACH-000063",NA,NA,NA,NA
"729","Hs 618.T","Lung",NA,"Hs 618.T",NA,NA,NA,NA,NA,NA,"Hs_618.T","Hs_618.T",NA,NA,NA,NA,NA,NA,NA,NA,"lung",NA,NA,NA,NA,NA,"lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0827","Hs618.T_582_2019",NA,"lung","Lung adenocarcinoma","Cancer cell line",NA,"ACH-000539",NA,NA,NA,NA
"730","Hs 633.T","Soft Tissue",NA,NA,NA,NA,NA,NA,"Hs-633T","Hs633T",NA,NA,"Hs-633T",NA,NA,NA,"Hs633T",NA,NA,NA,NA,NA,NA,NA,NA,"Misc",NA,NA,NA,NA,NA,NA,NA,"misc",NA,NA,NA,NA,NA,NA,"CVCL_0832","Hs633T_615_2019","Hs633T","misc","Fibrosarcoma","Cancer cell line",NA,"ACH-002246",NA,NA,NA,NA
"731","Hs 675.T","Bowel",NA,"Hs 675.T",NA,NA,"Hs 675.T",NA,NA,NA,"Hs_675.T","Hs_675.T",NA,NA,NA,"Hs 675.T",NA,NA,NA,NA,"large_intestine",NA,NA,"Colon",NA,NA,"large_intestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0836","Hs675.T_583_2019",NA,"large_intestine","Colorectal carcinoma","Cancer cell line",NA,"ACH-000214",NA,NA,NA,NA
"732","Hs 683","CNS/Brain",NA,"Hs 683",NA,NA,"Hs 683",NA,"Hs-683",NA,"Hs_683","Hs_683","Hs683///Hs-683",NA,"HS683","Hs 683","Hs683",NA,NA,NA,"central_nervous_system",NA,NA,"Brain",NA,"Brain","central_nervous_system",NA,NA,NA,NA,"central_nervous_system","Brain","central_nervous_system","HS683","central_nervous_system",NA,NA,NA,NA,"CVCL_0844","Hs683_584_2019","Hs683","central_nervous_system","Oligodendroglioma","Cancer cell line",NA,"ACH-000067",NA,NA,NA,NA
"733","Hs 688(A).T","Skin",NA,"Hs 688(A).T",NA,NA,NA,NA,NA,NA,"Hs_688_A_.T","Hs_688_A_.T",NA,NA,"HS688AT",NA,NA,NA,NA,NA,"skin",NA,NA,NA,NA,NA,"skin",NA,NA,NA,NA,"skin",NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0846","Hs688(A).T_585_2019",NA,"skin","Melanoma","Cancer cell line",NA,"ACH-000306",NA,NA,NA,NA
"734","Hs 695T","Skin",NA,"Hs 695T",NA,NA,"Hs 69ST///Hs 695T",NA,NA,NA,"Hs_695T","Hs_695T",NA,NA,NA,"Hs 69ST///Hs 695T",NA,NA,NA,NA,"skin",NA,NA,"Skin",NA,NA,"skin",NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,"CVCL_0851","Hs69ST_588_2019",NA,"skin","Amelanotic melanoma","Cancer cell line",TRUE,"ACH-000799",NA,NA,NA,NA
"735","Hs 698.T","Bowel",NA,"Hs 698.T",NA,NA,NA,NA,NA,NA,"Hs_698.T","Hs_698.T",NA,NA,NA,NA,NA,NA,NA,NA,"large_intestine",NA,NA,NA,NA,NA,"large_intestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0855","Hs698.T_587_2019",NA,"large_intestine","Colorectal carcinoma","Cancer cell line",TRUE,"ACH-000850",NA,NA,NA,NA
"736","Hs 706.T","Bone",NA,"Hs 706.T",NA,NA,NA,NA,NA,NA,"Hs_706.T","Hs_706.T",NA,NA,NA,NA,NA,NA,NA,NA,"bone",NA,NA,NA,NA,NA,"bone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0863","Hs706.T_589_2019",NA,"bone","Malignant giant cell tumor of bone","Cancer cell line",NA,"ACH-000071",NA,NA,NA,NA
"737","Hs 729.T","Soft Tissue",NA,"Hs 729",NA,NA,NA,NA,NA,NA,"Hs_729","Hs_729",NA,NA,"HS729",NA,NA,NA,"HS729_SOFT_TISSUE",NA,"soft_tissue",NA,NA,NA,NA,NA,"soft_tissue",NA,NA,NA,NA,"soft_tissue",NA,NA,"HS729","soft_tissue",NA,NA,NA,"fibroblast","CVCL_0871","Hs729_590_2019",NA,"soft_tissue","Embryonal rhabdomyosarcoma","Cancer cell line",NA,"ACH-000133",NA,NA,NA,NA
"738","Hs 737.T","Bone",NA,"Hs 737.T",NA,NA,NA,NA,NA,NA,"Hs_737.T","Hs_737.T",NA,NA,NA,NA,NA,NA,NA,NA,"bone",NA,NA,NA,NA,NA,"bone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0878","Hs737.T_591_2019",NA,"bone","Malignant giant cell tumor of bone","Cancer cell line",NA,"ACH-000185",NA,NA,NA,NA
"739","Hs 739.T","Breast",NA,"Hs 739.T",NA,NA,NA,NA,NA,NA,"Hs_739.T","Hs_739.T",NA,NA,NA,NA,NA,NA,NA,NA,"breast",NA,NA,NA,NA,NA,"breast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0882","Hs739.T_592_2019",NA,"breast","Breast carcinoma","Cancer cell line",NA,"ACH-000413",NA,NA,NA,NA
"740","Hs 742.T","Breast",NA,"Hs 742.T",NA,NA,NA,NA,NA,NA,"Hs_742.T","Hs_742.T",NA,NA,NA,NA,NA,NA,NA,NA,"breast",NA,NA,NA,NA,NA,"breast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0888","Hs742.T_593_2019",NA,"breast","Breast carcinoma","Cancer cell line",NA,"ACH-000230",NA,NA,NA,NA
"741","Hs 746.T","Esophagus/Stomach",NA,"Hs 746T","HS746T",NA,"Hs 746T",NA,"Hs746T",NA,"Hs_746T","Hs_746T","Hs746T///Hs-746T",NA,"HS746T","Hs 746T","Hs746T",NA,NA,NA,"stomach","stomach",NA,"Stomach",NA,"Stomach","stomach",NA,NA,NA,NA,"stomach","Stomach","stomach","HS746T","stomach",NA,NA,NA,NA,"CVCL_0333","Hs746T_594_2019","Hs746T","stomach","Gastric adenocarcinoma","Cancer cell line",TRUE,"ACH-000616",NA,NA,NA,NA
"742","Hs 751.T","Lymphoid",NA,"Hs 751.T",NA,NA,NA,NA,NA,NA,"Hs_751.T",NA,NA,NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0891","Hs751.T_595_2019",NA,"haematopoietic_and_lymphoid_tissue","Hodgkin lymphoma","Cancer cell line",NA,"ACH-000165",NA,NA,NA,NA
"743","Hs 766T","Pancreas",NA,"Hs 766T",NA,NA,"Hs 766T",NA,"Hs-766T",NA,"Hs_766T","Hs_766T","Hs766T///Hs-766T",NA,"HS766T","Hs 766T","Hs766T",NA,"HS766T_PANCREAS",NA,"pancreas",NA,NA,"Pancreas",NA,"Pancreas","pancreas",NA,NA,NA,NA,"pancreas","Pancreas","pancreas","HS766T","pancreas",NA,NA,NA,"pancreas","CVCL_0334","Hs766T_596_2019","Hs766T","pancreas","Pancreatic adenocarcinoma","Cancer cell line",TRUE,"ACH-000178",NA,NA,NA,NA
"744","Hs 819.T","Bone",NA,"Hs 819.T",NA,NA,NA,NA,NA,NA,"Hs_819.T","Hs_819.T",NA,NA,NA,NA,NA,NA,NA,NA,"bone",NA,NA,NA,NA,NA,"bone",NA,NA,NA,NA,NA,NA,NA,"HS819T","bone",NA,NA,NA,NA,"CVCL_0928","Hs819.T_597_2019",NA,"bone","Chondrosarcoma","Cancer cell line",NA,"ACH-000224",NA,NA,NA,NA
"745","Hs 821.T","Bone",NA,"Hs 821.T",NA,NA,NA,NA,NA,NA,"Hs_821.T","Hs_821.T",NA,NA,NA,NA,NA,NA,NA,NA,"bone",NA,NA,NA,NA,NA,"bone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0932","Hs821.T_598_2019",NA,"bone","Malignant giant cell tumor of bone","Cancer cell line",NA,"ACH-000526",NA,NA,NA,NA
"746","Hs 822.T","Bone",NA,"Hs 822.T",NA,NA,NA,NA,NA,NA,"Hs_822.T","Hs_822.T",NA,NA,"HS822T",NA,NA,NA,NA,NA,"bone",NA,NA,NA,NA,NA,"bone",NA,NA,NA,NA,"bone",NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0933","Hs822.T_599_2019",NA,"bone","Ewing sarcoma","Cancer cell line",NA,"ACH-000229",NA,NA,NA,NA
"747","Hs 834.T","Skin",NA,"Hs 834.T",NA,NA,NA,NA,NA,NA,"Hs_834.T","Hs_834.T",NA,NA,NA,NA,NA,NA,NA,NA,"skin",NA,NA,NA,NA,NA,"skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0938","Hs834.T_600_2019",NA,"skin","Melanoma","Cancer cell line",TRUE,"ACH-000275",NA,NA,NA,NA
